time_bin,train_rows,median_residual_secs,mean_residual_secs,p25_residual_secs,p75_residual_secs,fallback_used_when_missing,shrinkage_weight,smoothed_residual_secs,prior_strength
early_morning,29,1.7085859999999968,12.360461517241369,-23.91571000000002,33.31394899999998,False,0.2248062015503876,12.628653441860454,100.0
morning_peak,30,20.921722999999986,36.957200833333324,-4.836063750000022,52.488997749999996,False,0.23076923076923078,16.978453769230754,100.0
off_peak_day,35,5.807301999999993,13.637468399999994,-17.99023000000001,25.630580499999994,False,0.25925925925925924,13.205947185185174,100.0
evening_peak,116,24.81355099999999,42.808981077586196,-4.160117250000013,62.47645399999998,False,0.5370370370370371,20.638514888888878,100.0
late_evening,5,-11.769762000000014,-21.65905780000001,-44.96542400000001,-1.7753170000000011,False,0.047619047619047616,14.482842761904749,100.0
other,0,15.795472999999987,,,,True,0.0,15.795472999999987,100.0
