time_bin,train_rows,median_residual_secs,mean_residual_secs,p25_residual_secs,p75_residual_secs,fallback_used_when_missing
early_morning,29,1.7085859999999968,12.360461517241369,-23.91571000000002,33.31394899999998,False
morning_peak,30,20.921722999999986,36.957200833333324,-4.836063750000022,52.488997749999996,False
off_peak_day,35,5.807301999999993,13.637468399999994,-17.99023000000001,25.630580499999994,False
evening_peak,116,24.81355099999999,42.808981077586196,-4.160117250000013,62.47645399999998,False
late_evening,5,-11.769762000000014,-21.65905780000001,-44.96542400000001,-1.7753170000000011,False
other,0,15.795472999999987,,,,True
