h3_pair,count,origin_h3,destination_h3,actual_eta_mean,baseline_mae,residual_mae,residual_improvement_vs_baseline,residual_p90_abs_error
89415cb4a47ffff->89415cb4987ffff,28,89415cb4a47ffff,89415cb4987ffff,1583.75,357.82142857142856,164.59762268407005,193.2238058873585,359.8717407226563
89415ca7123ffff->89415cb4d5bffff,25,89415ca7123ffff,89415cb4d5bffff,3446.72,460.84,164.52720707654953,296.31279292345044,300.8959228515625
89415cb5db3ffff->89414368657ffff,26,89415cb5db3ffff,89414368657ffff,3066.8846153846152,412.4230769230769,164.23160014014977,248.19147678292714,361.64532470703125
89415cb5db3ffff->89415cb4bc3ffff,24,89415cb5db3ffff,89415cb4bc3ffff,1021.3333333333334,405.7916666666667,164.08768611215055,241.70398055451614,309.2322601318359
89415ca640bffff->894143682c3ffff,24,89415ca640bffff,894143682c3ffff,2605.25,418.3333333333333,164.08056078354517,254.25277254978815,284.13253631591795
8941436945bffff->89415cb4193ffff,28,8941436945bffff,89415cb4193ffff,2562.6785714285716,493.10714285714283,163.97418897492545,329.1329538822174,294.12375183105473
89415cb684bffff->89415cb46afffff,11,89415cb684bffff,89415cb46afffff,2155.3636363636365,494.3636363636364,163.59908082268456,330.76455554095185,352.49224853515625
89415ca7123ffff->89415cb4d47ffff,21,89415ca7123ffff,89415cb4d47ffff,3254.095238095238,402.6190476190476,163.54297873519715,239.07606888385044,405.77325439453125
89415cb4cd7ffff->89415cb4d47ffff,28,89415cb4cd7ffff,89415cb4d47ffff,903.3214285714286,405.4642857142857,163.4426534883678,242.02163222591793,360.4369934082032
89415cb684bffff->89415cb5dc7ffff,26,89415cb684bffff,89415cb5dc7ffff,2269.3076923076924,484.1923076923077,163.3273155093193,320.8649921829884,353.5351104736328
89415cb4e3bffff->89415ca640bffff,21,89415cb4e3bffff,89415ca640bffff,1226.2857142857142,345.85714285714283,163.31939311263463,182.5377497445082,287.2793731689453
89415cb4cd7ffff->89415ca7123ffff,26,89415cb4cd7ffff,89415ca7123ffff,3123.3076923076924,413.7692307692308,163.15387157293466,250.6153591962961,293.7376708984375
89415cb4d47ffff->894143682c3ffff,23,89415cb4d47ffff,894143682c3ffff,2550.391304347826,508.0,163.12392319803652,344.87607680196345,291.64060058593753
89415cb4d47ffff->89415cb4ba3ffff,27,89415cb4d47ffff,89415cb4ba3ffff,1133.2222222222222,466.037037037037,163.07676344668423,302.9602735903528,363.35605468750003
89415ca640bffff->89415cb5db3ffff,30,89415ca640bffff,89415cb5db3ffff,1266.6666666666667,425.6666666666667,162.68603596687316,262.98063069979355,307.452880859375
89415cb687bffff->89414368657ffff,28,89415cb687bffff,89414368657ffff,3264.3928571428573,579.3214285714286,162.44309772763933,416.87833084378923,326.0673461914063
89415ca7123ffff->894143682c3ffff,20,89415ca7123ffff,894143682c3ffff,3880.9,464.05,162.296887922287,301.753112077713,328.97935180664064
89415cb5db3ffff->894143682c3ffff,28,89415cb5db3ffff,894143682c3ffff,3599.5714285714284,462.0,162.29432051522392,299.70567948477606,358.55914306640625
89415cb684bffff->89414368657ffff,18,89415cb684bffff,89414368657ffff,2995.5555555555557,519.7777777777778,162.2732941309611,357.50448364681677,278.58523864746104
894143682c3ffff->89415cb4e43ffff,28,894143682c3ffff,89415cb4e43ffff,3546.285714285714,523.3571428571429,162.05219309670585,361.304949760437,327.6287078857422
89415cb4bc3ffff->89415cb4e43ffff,27,89415cb4bc3ffff,89415cb4e43ffff,1473.1851851851852,567.1851851851852,161.9629152086046,405.2222699765806,327.5755493164063
89415cb4b0fffff->89415cb4d47ffff,32,89415cb4b0fffff,89415cb4d47ffff,1210.59375,455.90625,161.87739419937134,294.02885580062866,292.40406036376964
89414368657ffff->89415cb5dc7ffff,28,89414368657ffff,89415cb5dc7ffff,3062.1071428571427,369.14285714285717,161.43421908787317,207.708638054984,355.48629760742193
89415cb4bc3ffff->89414368657ffff,24,89415cb4bc3ffff,89414368657ffff,2396.8333333333335,439.75,161.4030842864886,278.3469157135114,295.982275390625
89415ca7123ffff->89415cb46afffff,21,89415ca7123ffff,89415cb46afffff,3173.0,300.95238095238096,161.24355872472128,139.70882222765968,342.07147216796875
89415cb4a47ffff->89415ca640bffff,23,89415cb4a47ffff,89415ca640bffff,939.2173913043479,432.17391304347825,161.2008225231067,270.97309052037156,252.18262939453126
89415ca640bffff->89415cb46afffff,24,89415ca640bffff,89415cb46afffff,2426.75,301.7083333333333,160.9723477959633,140.73598553737003,344.66801757812493
89414369617ffff->89415cb4b0fffff,26,89414369617ffff,89415cb4b0fffff,1023.3846153846154,516.9230769230769,160.84515060391277,356.07792631916413,337.60223388671875
89415cb4a47ffff->89415cb49afffff,30,89415cb4a47ffff,89415cb49afffff,1866.5666666666666,456.76666666666665,160.74060448010763,296.026062186559,304.257846069336
89414369647ffff->89414368657ffff,55,89414369647ffff,89414368657ffff,2048.6,472.2909090909091,160.35726638707249,311.93364270383665,307.569482421875
89415cb5db3ffff->89415ca7123ffff,27,89415cb5db3ffff,89415ca7123ffff,3089.4444444444443,504.14814814814815,159.91962046976442,344.2285276783837,357.4611572265626
89414369617ffff->89415cb4e43ffff,28,89414369617ffff,89415cb4e43ffff,2047.75,433.60714285714283,159.7299255302974,273.8772173268454,279.8260070800781
89415cb4987ffff->89415cb46afffff,26,89415cb4987ffff,89415cb46afffff,2677.846153846154,432.5769230769231,159.21533515820136,273.36158791872174,317.03416442871094
89415cb4d47ffff->89415cb4987ffff,24,89415cb4d47ffff,89415cb4987ffff,740.6666666666666,460.0416666666667,159.13389378786087,300.9077728788058,379.2894775390625
89415cb4b97ffff->89415cb4d5bffff,6,89415cb4b97ffff,89415cb4d5bffff,564.0,200.83333333333334,158.80097770690918,42.03235562642416,284.2206573486328
89415cb4b0fffff->89415cb4b97ffff,21,89415cb4b0fffff,89415cb4b97ffff,865.1428571428571,549.6666666666666,158.64756333827972,391.0191033283869,287.10528564453125
89415cb687bffff->89415cb4d5bffff,26,89415cb687bffff,89415cb4d5bffff,1258.076923076923,411.11538461538464,158.3917734026909,252.72361121269375,362.5381164550781
89415cb5db3ffff->89415cb687bffff,24,89415cb5db3ffff,89415cb687bffff,2210.4583333333335,450.7916666666667,158.36641108989716,292.42525557676953,376.0791137695312
89415ca640bffff->89414369617ffff,34,89415ca640bffff,89414369617ffff,1317.1764705882354,470.5882352941176,158.23394082574282,312.3542944683748,301.7886962890625
89415cb687bffff->89415cb4ba3ffff,23,89415cb687bffff,89415cb4ba3ffff,3226.913043478261,764.4782608695652,158.17126710518548,606.3069937643797,321.14279785156253
89415cb4d5bffff->89415cb4987ffff,36,89415cb4d5bffff,89415cb4987ffff,1051.7777777777778,463.5,157.90697855021185,305.5930214497881,317.703857421875
89415cb4b0fffff->89415cb687bffff,23,89415cb4b0fffff,89415cb687bffff,2387.7391304347825,571.4347826086956,157.86506132457566,413.56972128411996,335.76016845703134
89415cb684bffff->89415ca640bffff,26,89415cb684bffff,89415ca640bffff,2956.8846153846152,512.4615384615385,157.5867987045875,354.87473975695093,278.1118469238281
89415cb4987ffff->89415cb5dc7ffff,22,89415cb4987ffff,89415cb5dc7ffff,1987.4545454545455,470.77272727272725,157.5002580569549,313.2724692157724,281.6564392089844
89415cb4d5bffff->89415cb46afffff,29,89415cb4d5bffff,89415cb46afffff,1980.655172413793,425.44827586206895,157.38860807747676,268.0596677845922,336.749951171875
89415cb4987ffff->89415cb684bffff,23,89415cb4987ffff,89415cb684bffff,1966.1304347826087,461.5217391304348,157.27630957313207,304.2454295573027,278.3082641601563
89415cb5db3ffff->89415ca640bffff,30,89415cb5db3ffff,89415ca640bffff,1104.8333333333333,307.6666666666667,157.10300334294638,150.5636633237203,315.326498413086
89415cb4b97ffff->89415cb4d47ffff,35,89415cb4b97ffff,89415cb4d47ffff,1023.7142857142857,518.8285714285714,156.68156979424612,362.1470016343253,342.3200927734375
89415cb4d47ffff->89415cb5db3ffff,32,89415cb4d47ffff,89415cb5db3ffff,1721.03125,445.25,156.5458781272173,288.7041218727827,441.4297912597658
89415ca7123ffff->89414369617ffff,25,89415ca7123ffff,89414369617ffff,2475.64,364.24,156.41026279449463,207.82973720550538,337.3493408203126
89415cb4987ffff->89415cb5db3ffff,32,89415cb4987ffff,89415cb5db3ffff,1817.125,408.875,155.77651338279247,253.09848661720753,296.8452514648438
89415cb4bc3ffff->89415cb4b0fffff,22,89415cb4bc3ffff,89415cb4b0fffff,651.4090909090909,470.27272727272725,155.5982207899744,314.67450648275286,343.35610961914074
89415ca640bffff->89415cb4a47ffff,29,89415ca640bffff,89415cb4a47ffff,858.448275862069,405.51724137931035,155.54662546618232,249.97061591312803,325.3822082519531
894143682c3ffff->89415cb4cd7ffff,29,894143682c3ffff,89415cb4cd7ffff,3437.655172413793,467.7931034482759,155.51665054929668,312.2764528989792,339.798828125
89415cb49afffff->89415cb4193ffff,32,89415cb49afffff,89415cb4193ffff,2587.09375,512.96875,155.2474255375564,357.7213244624436,275.58632965087895
89415cb5dc7ffff->89414369647ffff,60,89415cb5dc7ffff,89414369647ffff,2442.3166666666666,500.25,155.18285610377788,345.0671438962221,326.3952850341797
89414369647ffff->89415ca640bffff,73,89414369647ffff,89415ca640bffff,1157.4246575342465,464.8493150684931,154.88090674040762,309.9684083280855,263.42542724609376
89415cb4bc3ffff->8941436945bffff,26,89415cb4bc3ffff,8941436945bffff,1289.0,520.3461538461538,154.58640373670139,365.7597501094524,265.3939514160156
89415cb4b0fffff->89415cb4e3bffff,34,89415cb4b0fffff,89415cb4e3bffff,1106.9705882352941,424.55882352941177,154.57127813731924,269.98754539209256,311.6747863769531
89415ca640bffff->89415cb4cd7ffff,21,89415ca640bffff,89415cb4cd7ffff,2315.285714285714,558.952380952381,154.1783302539871,404.77405069839386,256.0804443359375
89415cb4bc3ffff->89415cb4b97ffff,33,89415cb4bc3ffff,89415cb4b97ffff,602.6363636363636,420.8484848484849,153.73923323009953,267.1092516183853,330.42966308593753
89415cb5dc7ffff->89415ca7123ffff,23,89415cb5dc7ffff,89415ca7123ffff,2875.3478260869565,411.30434782608694,153.52562975883484,257.7787180672521,292.31358032226564
89415cb49afffff->89415ca7123ffff,27,89415cb49afffff,89415ca7123ffff,3493.5555555555557,585.1111111111111,153.37574497858682,431.7353661325243,298.8121765136719
894143682c3ffff->89415cb4b97ffff,19,894143682c3ffff,89415cb4b97ffff,2254.1052631578946,406.94736842105266,153.37534265769156,253.5720257633611,291.46466064453125
8941436945bffff->89415cb4d47ffff,30,8941436945bffff,89415cb4d47ffff,1347.9333333333334,535.4666666666667,153.26872622172039,382.1979404449463,288.9407104492188
89415cb4a47ffff->89414369617ffff,28,89415cb4a47ffff,89414369617ffff,1819.3214285714287,487.39285714285717,153.09998767716544,334.29286946569175,304.4955078125001
89415cb4b97ffff->89415cb4cd7ffff,26,89415cb4b97ffff,89415cb4cd7ffff,1235.3076923076924,422.5769230769231,153.04465719369742,269.5322658832257,240.90047454833984
89415cb4cd7ffff->894143682c3ffff,28,89415cb4cd7ffff,894143682c3ffff,2867.8214285714284,420.64285714285717,153.0410680941173,267.6017890487399,324.88604736328125
89415cb4193ffff->89415cb5db3ffff,31,89415cb4193ffff,89415cb5db3ffff,1320.9354838709678,436.93548387096774,153.01878321555353,283.9167006554142,327.1153869628906
89414368657ffff->89415cb687bffff,22,89414368657ffff,89415cb687bffff,3161.9545454545455,521.6363636363636,152.98486105691302,368.6515025794506,341.21875915527363
89415cb5db3ffff->89415cb4a47ffff,24,89415cb5db3ffff,89415cb4a47ffff,717.4583333333334,401.9583333333333,152.9115548240176,249.04677850931571,321.69996643066406
89415cb4987ffff->89415cb4b0fffff,26,89415cb4987ffff,89415cb4b0fffff,874.7307692307693,377.2692307692308,152.85434814599844,224.41488262323233,287.6661682128906
89415cb49afffff->89414369647ffff,12,89415cb49afffff,89414369647ffff,1100.75,584.3333333333334,152.66424822807312,431.66908510526025,264.66587829589844
89415cb4ba3ffff->89415cb5dc7ffff,39,89415cb4ba3ffff,89415cb5dc7ffff,1769.025641025641,432.64102564102564,152.64037022529504,280.0006554157306,269.66784667968767
89415cb4ba3ffff->89415cb684bffff,25,89415cb4ba3ffff,89415cb684bffff,2471.04,449.2,152.55315196990966,296.6468480300903,302.4509033203126
89415cb684bffff->89414369647ffff,55,89415cb684bffff,89414369647ffff,2906.1272727272726,479.09090909090907,152.53758733922785,326.5533217516812,294.6063232421875
89415cb4987ffff->89415cb4193ffff,29,89415cb4987ffff,89415cb4193ffff,2150.8275862068967,502.37931034482756,152.465098779777,349.91421156505055,284.18729400634766
89414369647ffff->89415cb4b97ffff,58,89414369647ffff,89415cb4b97ffff,924.6896551724138,420.5689655172414,152.26195241925146,268.30701309798997,285.9464416503907
89415cb4d5bffff->89415cb4bc3ffff,28,89415cb4d5bffff,89415cb4bc3ffff,1368.107142857143,619.4285714285714,152.2124005268727,467.2161709016988,320.488916015625
89415ca7123ffff->89415cb4bc3ffff,25,89415ca7123ffff,89415cb4bc3ffff,2679.88,466.32,152.19027744293214,314.12972255706785,320.63671875
89415cb4987ffff->89415cb4e43ffff,25,89415cb4987ffff,89415cb4e43ffff,1513.8,385.6,152.13563100814818,233.46436899185184,247.80857543945314
89415cb49afffff->89415cb4a47ffff,30,89415cb49afffff,89415cb4a47ffff,1873.9666666666667,492.1,151.7520111884301,340.34798881156996,354.1929931640625
89415cb4e3bffff->89415cb4a47ffff,30,89415cb4e3bffff,89415cb4a47ffff,867.6,436.1666666666667,151.28805036942165,284.878616297245,358.138510131836
89415cb4e43ffff->89415cb687bffff,30,89415cb4e43ffff,89415cb687bffff,1809.0333333333333,450.7,151.16174426097422,299.5382557390258,266.9554626464844
89415cb46afffff->89415cb4d5bffff,21,89415cb46afffff,89415cb4d5bffff,2122.6190476190477,348.0952380952381,151.0832936536698,197.01194444156826,326.3497619628906
89415cb5dc7ffff->89415cb46afffff,8,89415cb5dc7ffff,89415cb46afffff,1859.5,497.0,151.02225387096405,345.97774612903595,227.83575592041015
89415cb4193ffff->89415cb5dc7ffff,24,89415cb4193ffff,89415cb5dc7ffff,1741.7083333333333,558.0416666666666,150.58753285805383,407.4541338086128,348.701953125
89415ca7123ffff->89414368657ffff,29,89415ca7123ffff,89414368657ffff,3881.1724137931033,435.0,150.52077990564806,284.47922009435194,311.08056030273434
89415cb4cd7ffff->89415cb4e3bffff,24,89415cb4cd7ffff,89415cb4e3bffff,871.7083333333334,391.375,150.51074721167484,240.86425278832516,381.84080810546874
89415cb4987ffff->894143682c3ffff,35,89415cb4987ffff,894143682c3ffff,1964.9714285714285,427.48571428571427,150.46754377910068,277.0181705066136,295.03330078125015
89415cb4193ffff->89414369647ffff,54,89415cb4193ffff,89414369647ffff,2862.9074074074074,460.6111111111111,150.25980337460837,310.3513077365027,335.46875
89415ca640bffff->89415cb4e43ffff,25,89415ca640bffff,89415cb4e43ffff,1647.76,483.36,150.20245285987855,333.15754714012144,284.0874877929688
89415cb4e43ffff->89415cb4d47ffff,29,89415cb4e43ffff,89415cb4d47ffff,1684.1379310344828,629.4827586206897,150.14342600312727,479.3393326175624,324.67515258789064
89415cb4e43ffff->89415cb4987ffff,21,89415cb4e43ffff,89415cb4987ffff,1633.952380952381,389.0,149.9040269397554,239.0959730602446,315.5901794433594
89414369647ffff->89415cb46afffff,63,89414369647ffff,89415cb46afffff,2945.6825396825398,435.1746031746032,149.8143110691555,285.3602921054477,288.1567504882813
89415ca640bffff->89415cb4193ffff,30,89415ca640bffff,89415cb4193ffff,2925.633333333333,507.6333333333333,149.76908387144405,357.86424946188924,260.77025451660165
89415cb5dc7ffff->89415ca640bffff,28,89415cb5dc7ffff,89415ca640bffff,1514.357142857143,376.10714285714283,149.72698753220695,226.38015532493588,315.7624481201173
89415cb4ba3ffff->89414369617ffff,23,89415cb4ba3ffff,89414369617ffff,786.8260869565217,431.8695652173913,149.58394214381343,282.2856230735779,292.84013671875
89415cb4987ffff->89415cb4cd7ffff,25,89415cb4987ffff,89415cb4cd7ffff,1214.72,348.88,149.56870908737181,199.31129091262818,332.57944335937515
89415cb4b0fffff->89415cb4a47ffff,29,89415cb4b0fffff,89415cb4a47ffff,1090.4827586206898,498.48275862068965,149.54971839230637,348.9330402283833,308.7447021484375
89415cb4cd7ffff->89415cb5dc7ffff,27,89415cb4cd7ffff,89415cb5dc7ffff,1442.7037037037037,401.81481481481484,149.51325607299805,252.3015587418168,268.20842285156266
89415cb46afffff->89415cb4e43ffff,31,89415cb46afffff,89415cb4e43ffff,1753.6129032258063,404.38709677419354,149.40339242066108,254.98370435353246,277.3346252441406
89414369617ffff->89415cb4d47ffff,23,89414369617ffff,89415cb4d47ffff,1124.9130434782608,356.60869565217394,149.15901727261752,207.44967837955642,272.28848724365236
89415cb5dc7ffff->8941436945bffff,17,89415cb5dc7ffff,8941436945bffff,2275.8823529411766,416.47058823529414,148.95032603600447,267.5202621992897,230.8365234375
89415cb5db3ffff->89415cb4cd7ffff,30,89415cb5db3ffff,89415cb4cd7ffff,895.5,341.8666666666667,148.81274018287658,193.0539264837901,278.08582458496096
89415cb5dc7ffff->89415cb4b97ffff,19,89415cb5dc7ffff,89415cb4b97ffff,1388.157894736842,306.42105263157896,148.54390355160362,157.87714907997534,230.09891357421873
89415ca640bffff->89415ca7123ffff,27,89415ca640bffff,89415ca7123ffff,2037.5185185185185,437.4074074074074,148.33868258087725,289.0687248265301,302.7925292968751
89415cb4b0fffff->89415cb4bc3ffff,27,89415cb4b0fffff,89415cb4bc3ffff,764.4074074074074,536.4814814814815,148.26788358335142,388.2135978981301,295.151416015625
89415cb4b0fffff->8941436945bffff,20,89415cb4b0fffff,8941436945bffff,1288.15,611.7,148.22783496379853,463.47216503620155,319.8318969726563
89415cb4d47ffff->89415ca640bffff,30,89415cb4d47ffff,89415ca640bffff,1817.1,516.5,147.81207655270893,368.68792344729104,277.04957275390626
89415cb49afffff->89415cb687bffff,26,89415cb49afffff,89415cb687bffff,1921.9615384615386,452.5769230769231,147.775687201665,304.8012358752581,297.7735900878906
89415cb4e3bffff->89415cb4193ffff,23,89415cb4e3bffff,89415cb4193ffff,1314.695652173913,470.60869565217394,147.71450201843095,322.894193633743,288.65988769531253
894143682c3ffff->89415cb4a47ffff,29,894143682c3ffff,89415cb4a47ffff,3040.206896551724,572.8620689655172,147.63847026537204,425.2235987001452,311.8900756835937
894143682c3ffff->89415ca7123ffff,22,894143682c3ffff,89415ca7123ffff,3511.1363636363635,472.1363636363636,147.56910438971087,324.5672592466527,274.290673828125
89415cb4bc3ffff->894143682c3ffff,20,89415cb4bc3ffff,894143682c3ffff,2262.8,374.6,147.40410418212414,227.19589581787588,313.30853576660155
89415cb49afffff->89415cb4d47ffff,30,89415cb49afffff,89415cb4d47ffff,1122.4666666666667,500.56666666666666,147.30781269073486,353.2588539759318,341.52557983398447
894143682c3ffff->89415cb49afffff,28,894143682c3ffff,89415cb49afffff,1809.607142857143,433.2857142857143,147.20916893652506,286.07654534918925,312.0326599121094
89415cb4193ffff->89415cb4ba3ffff,15,89415cb4193ffff,89415cb4ba3ffff,1861.6666666666667,356.93333333333334,147.19454658826191,209.73878674507142,264.2726806640625
89415cb4a47ffff->89414369647ffff,60,89415cb4a47ffff,89414369647ffff,1662.5333333333333,501.78333333333336,147.14800946712495,354.6353238662084,317.2743896484376
89415cb687bffff->894143682c3ffff,25,89415cb687bffff,894143682c3ffff,3157.24,513.92,147.119550075531,366.8004499244689,307.94097900390625
89414369647ffff->89414369617ffff,63,89414369647ffff,89414369617ffff,744.3015873015873,550.4285714285714,147.06503367991675,403.3635377486547,387.14985351562507
89414368657ffff->89415cb5db3ffff,37,89414368657ffff,89415cb5db3ffff,2968.7567567567567,386.4054054054054,146.5488785150889,239.85652689031653,269.709568786621
89415cb4ba3ffff->89415cb4e43ffff,28,89415cb4ba3ffff,89415cb4e43ffff,1733.357142857143,505.25,146.5399122408458,358.7100877591542,288.4072250366211
89415cb49afffff->89415cb4b97ffff,23,89415cb49afffff,89415cb4b97ffff,756.5217391304348,373.5652173913044,146.53223276138306,227.03298462992132,369.5993774414064
89415cb4d47ffff->89415cb684bffff,31,89415cb4d47ffff,89415cb684bffff,1401.774193548387,378.4193548387097,146.49174469132578,231.92761014738392,260.06195068359375
89415cb49afffff->89415cb5db3ffff,21,89415cb49afffff,89415cb5db3ffff,2085.1428571428573,442.57142857142856,146.40848691122872,296.16294166019986,273.0074462890625
89415ca7123ffff->89415cb687bffff,21,89415ca7123ffff,89415cb687bffff,4492.761904761905,551.0,145.9591729697727,405.0408270302273,279.46642303466797
89415cb687bffff->89415cb4d47ffff,27,89415cb687bffff,89415cb4d47ffff,1338.4074074074074,484.85185185185185,145.95738116017094,338.8944706916809,269.3154907226563
89415cb4a47ffff->89415cb684bffff,25,89415cb4a47ffff,89415cb684bffff,2313.6,488.8,145.34197967529298,343.45802032470704,231.63033142089844
89415ca7123ffff->89414369647ffff,62,89415ca7123ffff,89414369647ffff,2450.532258064516,441.741935483871,145.3325381740447,296.40939730982626,354.43769836425776
89414369617ffff->89415cb4e3bffff,24,89414369617ffff,89415cb4e3bffff,1752.75,525.2916666666666,145.32883630444607,379.96283036222053,280.57618713378906
8941436945bffff->89415cb4cd7ffff,18,8941436945bffff,89415cb4cd7ffff,1900.3333333333333,357.5,145.22570610791445,212.27429389208555,244.33816833496095
89415cb4d47ffff->89415cb4a47ffff,24,89415cb4d47ffff,89415cb4a47ffff,1452.0,367.4583333333333,145.08697778731585,222.37135554601747,301.64489135742184
89415cb5db3ffff->89415cb4193ffff,30,89415cb5db3ffff,89415cb4193ffff,1229.0333333333333,340.0,145.08051305512586,194.91948694487414,245.04342651367205
89415ca640bffff->8941436945bffff,21,89415ca640bffff,8941436945bffff,1695.4761904761904,459.3809523809524,144.99930452448982,314.38164785646256,201.96539306640625
89415cb4d5bffff->89415cb4b0fffff,37,89415cb4d5bffff,89415cb4b0fffff,1212.2432432432433,430.7837837837838,144.84303681914872,285.9407469646351,269.9977294921875
89415cb5db3ffff->89415cb4ba3ffff,26,89415cb5db3ffff,89415cb4ba3ffff,1694.8846153846155,476.2692307692308,144.79626733523148,331.4729634339993,256.962158203125
89415cb4b0fffff->89415cb5db3ffff,25,89415cb4b0fffff,89415cb5db3ffff,1529.52,540.92,144.72638113498687,396.1936188650131,270.51417236328126
89415ca7123ffff->8941436945bffff,34,89415ca7123ffff,8941436945bffff,3031.0588235294117,471.55882352941177,144.60341685046168,326.9554066789501,260.2442260742187
89415cb684bffff->89415cb4ba3ffff,26,89415cb684bffff,89415cb4ba3ffff,2278.8076923076924,412.5,144.55178794494043,267.94821205505957,252.2254180908203
89415cb4987ffff->89415cb4ba3ffff,23,89415cb4987ffff,89415cb4ba3ffff,1056.1739130434783,468.2608695652174,144.4188082943792,323.84206127083814,347.459228515625
89415cb4b0fffff->89415ca7123ffff,35,89415cb4b0fffff,89415ca7123ffff,2365.114285714286,401.62857142857143,144.41862612451825,257.2099453040532,287.954364013672
89415ca7123ffff->89415cb4a47ffff,24,89415ca7123ffff,89415cb4a47ffff,2422.375,455.0416666666667,144.300590356191,310.7410763104757,258.5275451660156
89415ca7123ffff->89415cb4ba3ffff,25,89415ca7123ffff,89415cb4ba3ffff,2751.68,478.96,144.28669926404953,334.6733007359504,267.6776000976563
89415cb4e43ffff->89414368657ffff,25,89415cb4e43ffff,89414368657ffff,2965.36,444.64,144.1301496887207,300.50985031127925,327.49101562500005
89414369617ffff->894143682c3ffff,21,89414369617ffff,894143682c3ffff,1487.095238095238,344.5238095238095,144.0850815545945,200.43872796921502,289.83221435546875
89415cb4ba3ffff->89415cb4d47ffff,23,89415cb4ba3ffff,89415cb4d47ffff,1011.7391304347826,399.1304347826087,143.97800941052645,255.15242537208223,330.4088928222656
89415cb4e43ffff->89415cb4cd7ffff,19,89415cb4e43ffff,89415cb4cd7ffff,1144.6315789473683,455.05263157894734,143.76900401868318,311.28362756026416,342.5233642578125
89415cb4bc3ffff->89415cb687bffff,21,89415cb4bc3ffff,89415cb687bffff,1823.0,331.0952380952381,143.5476525425911,187.54758555264698,339.7049255371094
89415cb687bffff->8941436945bffff,22,89415cb687bffff,8941436945bffff,2492.409090909091,438.04545454545456,143.45400849797508,294.5914460474795,242.47454223632815
894143682c3ffff->89415cb5dc7ffff,25,894143682c3ffff,89415cb5dc7ffff,2746.88,348.88,143.16562817931174,205.71437182068826,254.2910354614258
89415cb4987ffff->89415cb4d5bffff,22,89415cb4987ffff,89415cb4d5bffff,1046.090909090909,467.3181818181818,143.12138695608485,324.19679486209697,294.1673583984375
89415cb4a47ffff->89415cb4d5bffff,26,89415cb4a47ffff,89415cb4d5bffff,1564.7692307692307,656.1153846153846,143.08543178725702,513.0299528281276,281.1737976074219
89415cb5db3ffff->89415cb4d5bffff,37,89415cb5db3ffff,89415cb4d5bffff,989.3783783783783,381.72972972972974,143.05956069042756,238.67016903930218,257.0874877929687
89415cb4ba3ffff->89415cb4e3bffff,7,89415cb4ba3ffff,89415cb4e3bffff,1516.5714285714287,656.1428571428571,142.9905766078404,513.1522805350166,265.54448242187505
89415cb5dc7ffff->89414368657ffff,22,89415cb5dc7ffff,89414368657ffff,3163.181818181818,394.1818181818182,142.6149026480588,251.56691553375938,229.31704406738282
89415cb4d5bffff->89414369647ffff,54,89415cb4d5bffff,89414369647ffff,1597.7407407407406,427.6296296296296,142.3977322490127,285.23189738061694,293.4094116210938
89415cb4a47ffff->89415cb4cd7ffff,20,89415cb4a47ffff,89415cb4cd7ffff,1905.4,433.9,142.33265569210053,291.5673443078995,332.00862731933614
89415cb684bffff->89415cb4d5bffff,19,89415cb684bffff,89415cb4d5bffff,1276.9473684210527,364.1578947368421,142.21051267573708,221.947382061105,261.2961181640624
89415cb4ba3ffff->89415cb4cd7ffff,23,89415cb4ba3ffff,89415cb4cd7ffff,1825.1739130434783,455.69565217391306,142.08256903938624,313.61308313452685,257.1262405395508
89415cb46afffff->894143682c3ffff,14,89415cb46afffff,894143682c3ffff,3683.6428571428573,441.2142857142857,142.04000977107458,299.1742759432111,255.82881774902347
89415cb4b0fffff->89415cb4ba3ffff,24,89415cb4b0fffff,89415cb4ba3ffff,585.875,439.375,141.98450138171515,297.3904986182848,327.6767211914062
89415cb5db3ffff->89414369647ffff,50,89415cb5db3ffff,89414369647ffff,1747.34,421.52,141.97291624069214,279.54708375930784,329.0929321289063
89415cb4193ffff->89415cb49afffff,22,89415cb4193ffff,89415cb49afffff,1577.4545454545455,370.72727272727275,141.90381556478414,228.8234571624886,314.5590347290041
89415cb4e43ffff->89415cb4ba3ffff,20,89415cb4e43ffff,89415cb4ba3ffff,1614.0,481.2,141.89467182159424,339.3053281784057,326.21955566406257
89414369617ffff->89415cb4b97ffff,38,89414369617ffff,89415cb4b97ffff,915.2631578947369,436.0,141.87658981155408,294.1234101884459,310.86091918945317
89414369647ffff->89415cb4ba3ffff,52,89414369647ffff,89415cb4ba3ffff,714.4615384615385,368.4230769230769,141.82217595783564,226.60090096524127,335.0514923095703
89414369647ffff->89415cb4e43ffff,41,89414369647ffff,89415cb4e43ffff,1989.9268292682927,511.4878048780488,141.80934716434012,369.67845771370867,254.047607421875
89415cb49afffff->89415cb4ba3ffff,25,89415cb49afffff,89415cb4ba3ffff,793.4,384.0,141.78997924804688,242.21002075195312,318.4562744140626
89415cb4b97ffff->89415ca7123ffff,43,89415cb4b97ffff,89415ca7123ffff,2639.9767441860463,470.4651162790698,141.68789184925168,328.7772244298181,281.4431121826172
89415cb46afffff->89414368657ffff,33,89415cb46afffff,89414368657ffff,3981.7272727272725,412.3030303030303,141.65612410054064,270.6469062024897,255.8564392089844
