h3_pair,count,origin_h3,destination_h3,actual_eta_mean,baseline_mae,residual_mae,residual_improvement_vs_baseline,residual_p90_abs_error
89415cb4193ffff->89415cb684bffff,29,89415cb4193ffff,89415cb684bffff,857.3103448275862,411.7241379310345,141.62434231001754,270.09979562101694,296.66381835937494
89415cb4cd7ffff->89415cb4d5bffff,31,89415cb4cd7ffff,89415cb4d5bffff,800.2903225806451,422.7741935483871,141.62399790363926,281.1501956447478,312.94805908203125
89415cb46afffff->89415cb4cd7ffff,33,89415cb46afffff,89415cb4cd7ffff,1784.2121212121212,423.45454545454544,141.28715807018858,282.16738738435686,243.66348266601562
89415cb49afffff->89415ca640bffff,30,89415cb49afffff,89415ca640bffff,1943.2333333333333,546.7666666666667,141.1987494190534,405.56791724761325,296.7567901611328
89415cb4d47ffff->89415ca7123ffff,27,89415cb4d47ffff,89415ca7123ffff,3213.4074074074074,475.2962962962963,141.15058239301047,334.1457139032858,349.95298309326205
89415cb4bc3ffff->89415cb4a47ffff,6,89415cb4bc3ffff,89415cb4a47ffff,1243.1666666666667,802.6666666666666,141.07192373275757,661.5947429339091,237.12112426757812
89415cb4e3bffff->89414369617ffff,24,89415cb4e3bffff,89414369617ffff,1845.3333333333333,435.9583333333333,140.93890615863106,295.0194271747023,262.97084045410156
89415cb684bffff->89415cb4b97ffff,31,89415cb684bffff,89415cb4b97ffff,2172.1612903225805,463.38709677419354,140.81676684656452,322.570329927629,344.4005126953125
894143682c3ffff->8941436945bffff,27,894143682c3ffff,8941436945bffff,1608.851851851852,445.55555555555554,140.70988838760942,304.8456671679461,230.87076416015634
89415cb4193ffff->89415cb687bffff,27,89415cb4193ffff,89415cb687bffff,921.4814814814815,402.81481481481484,140.67616267557497,262.13865213923987,251.3347900390625
894143682c3ffff->89415cb4ba3ffff,28,894143682c3ffff,89415cb4ba3ffff,2207.6428571428573,472.64285714285717,140.50527838298254,332.1375787598746,248.29111938476564
89414369617ffff->89415cb49afffff,30,89414369617ffff,89415cb49afffff,854.1333333333333,488.9,140.46175661881765,348.43824338118236,282.7134002685548
89415cb4193ffff->89415cb4a47ffff,21,89415cb4193ffff,89415cb4a47ffff,1863.047619047619,441.7142857142857,140.26379307678766,301.4504926374981,233.10223388671875
89414368657ffff->89415cb4987ffff,7,89414368657ffff,89415cb4987ffff,1422.857142857143,426.57142857142856,140.08854491370064,286.48288365772794,220.26697387695316
89414369617ffff->89415cb5db3ffff,23,89414369617ffff,89415cb5db3ffff,2070.782608695652,513.6086956521739,139.95573781884235,373.6529578333315,238.1574462890625
89415ca640bffff->89414369647ffff,46,89415ca640bffff,89414369647ffff,1139.4565217391305,419.9347826086956,139.74370344436687,280.19107916432876,289.4285583496094
894143682c3ffff->89414368657ffff,29,894143682c3ffff,89414368657ffff,952.1034482758621,638.1724137931035,139.71886258495266,498.4535512081508,357.2620300292968
89415ca7123ffff->89415cb4e43ffff,24,89415ca7123ffff,89415cb4e43ffff,2534.4583333333335,405.625,139.70702803134918,265.9179719686508,266.7950256347656
894143682c3ffff->89415cb4b0fffff,25,894143682c3ffff,89415cb4b0fffff,2487.88,553.76,139.6298338317871,414.1301661682129,256.3858398437501
89415ca640bffff->89415cb4e3bffff,31,89415ca640bffff,89415cb4e3bffff,1192.8387096774193,409.3225806451613,139.48577835867482,269.83680228648643,285.5472412109375
89414369647ffff->89415cb4e3bffff,40,89414369647ffff,89415cb4e3bffff,1849.425,451.675,139.34153462797403,312.333465372026,243.63543777465821
89415cb4e43ffff->89415cb4a47ffff,27,89415cb4e43ffff,89415cb4a47ffff,955.4444444444445,475.77777777777777,139.30934316140633,336.46843461637144,294.9822265625001
89415cb4a47ffff->89415cb46afffff,28,89415cb4a47ffff,89415cb46afffff,2332.8571428571427,447.25,139.20397844059127,308.0460215594087,261.2840454101563
89415cb4b0fffff->89415cb46afffff,28,89415cb4b0fffff,89415cb46afffff,2626.9285714285716,373.5357142857143,139.17655499066626,234.35915929504802,237.41786346435546
89415ca7123ffff->89415cb684bffff,38,89415ca7123ffff,89415cb684bffff,4045.315789473684,443.0263157894737,139.06711173371264,303.95920405576106,234.69430313110362
89415cb4b97ffff->8941436945bffff,25,89415cb4b97ffff,8941436945bffff,1035.24,503.52,139.01846187591553,364.50153812408445,298.8509033203125
89414369647ffff->89415cb4cd7ffff,54,89414369647ffff,89415cb4cd7ffff,1947.2037037037037,372.8333333333333,138.71730508462147,234.11602824871184,309.50255432128915
89414368657ffff->89415cb4b97ffff,35,89414368657ffff,89415cb4b97ffff,2291.8,529.8285714285714,138.59489953177317,391.2336718967982,294.40937500000007
89415cb4bc3ffff->89414369647ffff,53,89415cb4bc3ffff,89414369647ffff,1102.2641509433963,496.20754716981133,138.57547513848908,357.63207203132225,247.19144287109376
89414368657ffff->89415cb4e3bffff,32,89414368657ffff,89415cb4e3bffff,2659.8125,433.59375,138.43597841262817,295.1577715873718,278.61262664794936
89415cb5db3ffff->89415cb4b97ffff,26,89415cb5db3ffff,89415cb4b97ffff,1591.923076923077,510.46153846153845,138.42975490826828,372.0317835532702,241.79618072509766
89415cb4e43ffff->89415cb4b97ffff,26,89415cb4e43ffff,89415cb4b97ffff,1396.8461538461538,435.7307692307692,138.23282193220578,297.4979472985634,264.6517028808594
89415cb49afffff->89415cb4987ffff,29,89415cb49afffff,89415cb4987ffff,659.3103448275862,487.3448275862069,138.15775082029145,349.18707676591544,279.7374755859375
89415cb4e43ffff->89415ca7123ffff,31,89415cb4e43ffff,89415ca7123ffff,3351.6451612903224,535.741935483871,138.1281155155551,397.61381996831585,202.204833984375
89415cb4d5bffff->89414369617ffff,28,89415cb4d5bffff,89414369617ffff,1266.2142857142858,356.25,138.05435923726432,218.19564076273568,241.393189239502
89415cb4cd7ffff->8941436945bffff,24,89415cb4cd7ffff,8941436945bffff,2410.2916666666665,600.4583333333334,138.00016560653845,462.45816772679495,282.30845947265624
89415cb4a47ffff->89415cb4ba3ffff,34,89415cb4a47ffff,89415cb4ba3ffff,948.3235294117648,378.97058823529414,137.92752768362269,241.04306055167146,271.2780990600586
894143682c3ffff->89415cb4bc3ffff,20,894143682c3ffff,89415cb4bc3ffff,2256.55,421.15,137.71936631202698,283.430633687973,336.3650146484375
89415cb687bffff->89415cb4b0fffff,25,89415cb687bffff,89415cb4b0fffff,2792.96,605.64,137.6487523651123,467.9912476348877,323.29479980468756
89415ca7123ffff->89415cb5db3ffff,29,89415ca7123ffff,89415cb5db3ffff,3007.4827586206898,469.9655172413793,137.6456452197042,332.3198720216751,321.90095214843745
89415cb4e43ffff->89415ca640bffff,24,89415cb4e43ffff,89415ca640bffff,1492.6666666666667,417.5833333333333,137.5759604970614,280.0073728362719,261.85077209472655
89414368657ffff->89415cb684bffff,25,89414368657ffff,89415cb684bffff,3315.8,595.36,137.55063212394714,457.8093678760529,290.1078002929688
89414368657ffff->89415ca7123ffff,28,89414368657ffff,89415ca7123ffff,4081.8214285714284,431.5357142857143,137.4736625637327,294.06205172198156,239.21365051269535
89414369647ffff->89415cb4bc3ffff,49,89414369647ffff,89415cb4bc3ffff,912.1428571428571,369.1020408163265,137.44685094666724,231.65518986965927,287.50773925781255
8941436945bffff->89415ca7123ffff,24,8941436945bffff,89415ca7123ffff,3138.8333333333335,493.875,137.35490024089813,356.52009975910187,324.1141418457031
89414369617ffff->89415cb46afffff,17,89414369617ffff,89415cb46afffff,2517.529411764706,405.52941176470586,137.30339650546804,268.2260152592378,252.2079956054688
89415cb4ba3ffff->89415cb4987ffff,29,89415cb4ba3ffff,89415cb4987ffff,965.8275862068965,544.3793103448276,137.2403127057799,407.13899763904766,370.3777587890625
89414369647ffff->89415cb4a47ffff,51,89414369647ffff,89415cb4a47ffff,1578.5294117647059,438.8235294117647,137.174891067194,301.6486383445707,309.09722900390625
89415cb4193ffff->8941436945bffff,33,89415cb4193ffff,8941436945bffff,2245.242424242424,405.93939393939394,136.6040285283869,269.33536541100705,293.49425048828124
89415cb4193ffff->89414368657ffff,20,89415cb4193ffff,89414368657ffff,3632.05,507.85,136.49368664622307,371.35631335377695,271.984375
89415cb4b97ffff->89415cb4a47ffff,23,89415cb4b97ffff,89415cb4a47ffff,1284.695652173913,542.3478260869565,136.42370818490568,405.92411790205085,277.07604980468756
89415cb5dc7ffff->89415cb4d5bffff,30,89415cb5dc7ffff,89415cb4d5bffff,1835.5666666666666,515.6666666666666,136.3882842304806,379.278382436186,263.7932342529297
89415cb4193ffff->89415cb4bc3ffff,21,89415cb4193ffff,89415cb4bc3ffff,1902.2857142857142,369.9047619047619,136.27836498192377,233.62639692283815,259.47581481933594
89415cb4bc3ffff->89415cb46afffff,21,89415cb4bc3ffff,89415cb46afffff,3159.5714285714284,587.2857142857143,136.1712971868969,451.1144170988174,333.79705810546875
89415cb4d47ffff->89415cb4193ffff,18,89415cb4d47ffff,89415cb4193ffff,1503.111111111111,440.22222222222223,136.03747959269418,304.18474262952805,258.0736389160157
89415cb4d47ffff->89415cb687bffff,23,89415cb4d47ffff,89415cb687bffff,1213.608695652174,377.95652173913044,136.02939430527064,241.9271274338598,286.32544555664066
89415cb49afffff->89415cb684bffff,27,89415cb49afffff,89415cb684bffff,2085.5555555555557,411.77777777777777,135.8376485021026,275.9401292756752,203.09375000000006
89415cb46afffff->89415cb49afffff,32,89415cb46afffff,89415cb49afffff,2729.1875,394.75,135.83418647572398,258.915813524276,239.72100219726573
